region,timestamp,temperature_c,precipitation_mm,humidity_pct,co2_ppm
Quetta,2023-02-02T08:00:00Z,35.37,4.64,74.22,409.94
Peshawar,2023-02-02T10:00:00Z,30.44,0,48.61,397.83
Karachi,2023-02-02T12:00:00Z,15.77,10.68,31.42,424.12
Lahore,2023-02-02T14:00:00Z,26.19,0,35.92,417.69
Islamabad,2023-02-02T16:00:00Z,22.39,0,40.47,384.66
Quetta,2023-02-02T18:00:00Z,14.45,1.8,76.12,418.6
Peshawar,2023-02-02T20:00:00Z,40.64,7.35,36.06,405.8
Karachi,2023-02-02T22:00:00Z,26.64,0,55.38,407.02
Lahore,2023-02-03T00:00:00Z,24.59,4.87,75.56,438.71
Islamabad,2023-02-03T02:00:00Z,23.78,4.03,80.33,387.74
Quetta,2023-02-03T04:00:00Z,25.18,0,58.09,410.12
Peshawar,2023-02-03T06:00:00Z,20.55,0,75.14,394.37
Karachi,2023-02-03T08:00:00Z,47.92,1.99,50.14,367.7
Lahore,2023-02-03T10:00:00Z,29.58,3.63,39.02,408.87
Islamabad,2023-02-03T12:00:00Z,39.05,3.7,78.1,426.09
Quetta,2023-02-03T14:00:00Z,22.25,7.63,30.04,401.03
Peshawar,2023-02-03T16:00:00Z,8.85,4.16,69.04,413.21
Karachi,2023-02-03T18:00:00Z,36.75,0.45,73.63,407.85
Lahore,2023-02-03T20:00:00Z,22.03,0,31.96,401.21
Islamabad,2023-02-03T22:00:00Z,32.08,1.15,52.14,399.76
Quetta,2023-02-04T00:00:00Z,35.77,0,62.69,385.12
Peshawar,2023-02-04T02:00:00Z,36.09,12.56,50.33,395.45
Karachi,2023-02-04T04:00:00Z,28.98,0,69.25,426.56
Lahore,2023-02-04T06:00:00Z,17.57,0.23,73.9,393.31
Islamabad,2023-02-04T08:00:00Z,29.4,0,66.93,395.34
Quetta,2023-02-04T10:00:00Z,19.73,4.11,58.02,416.69
Peshawar,2023-02-04T12:00:00Z,26.96,8.56,70.12,407.08
Karachi,2023-02-04T14:00:00Z,34.75,0,64.15,437.42
Lahore,2023-02-04T16:00:00Z,42.34,6.2,55.41,426.92
Islamabad,2023-02-04T18:00:00Z,26.18,0,64.69,410.87
Quetta,2023-02-04T20:00:00Z,14.13,0,77.48,391.24
Peshawar,2023-02-04T22:00:00Z,20.78,0,83.94,401.61
Karachi,2023-02-05T00:00:00Z,27.57,2.33,80.81,409.02
Lahore,2023-02-05T02:00:00Z,36.27,4.0,54.9,430.69
Islamabad,2023-02-05T04:00:00Z,29.7,0,61.53,440.87
Quetta,2023-02-05T06:00:00Z,17.61,0,66.78,434.13
Peshawar,2023-02-05T08:00:00Z,31.91,0,85.56,438.72
Karachi,2023-02-05T10:00:00Z,10.41,0,40.1,405.47
Lahore,2023-02-05T12:00:00Z,38.06,0.96,74.78,396.35
Islamabad,2023-02-05T14:00:00Z,17.37,3.2,77.49,415.27
Quetta,2023-02-05T16:00:00Z,29.65,3.53,38.83,444.68
Peshawar,2023-02-05T18:00:00Z,29.49,4.52,65.78,385.26
Karachi,2023-02-05T20:00:00Z,28.36,7.35,84.23,399.55
Lahore,2023-02-05T22:00:00Z,31.46,0,42.15,422.88
Islamabad,2023-02-06T00:00:00Z,41.22,0,74.75,414.87
Quetta,2023-02-06T02:00:00Z,36.84,0.54,68.81,386.31
Peshawar,2023-02-06T04:00:00Z,43.93,0,67.35,413.46
Karachi,2023-02-06T06:00:00Z,22.48,2.08,55.21,400.73
Lahore,2023-02-06T08:00:00Z,33.96,6.85,77.84,400.69
Islamabad,2023-02-06T10:00:00Z,35.48,2.94,73.27,416.38
Quetta,2023-02-06T12:00:00Z,24.77,0.53,38.81,416.05
Peshawar,2023-02-06T14:00:00Z,21.32,3.62,53.58,395.42
Karachi,2023-02-06T16:00:00Z,15.19,1.92,62.1,429.65
Lahore,2023-02-06T18:00:00Z,44.76,0,60.68,417.01
Islamabad,2023-02-06T20:00:00Z,26.76,6.58,34.05,448.56
Quetta,2023-02-06T22:00:00Z,39.14,0,64.22,386.24
Peshawar,2023-02-07T00:00:00Z,23.89,3.88,53.61,417.25
Karachi,2023-02-07T02:00:00Z,37.29,2.31,44.06,424.59
Lahore,2023-02-07T04:00:00Z,36.42,0,46.55,409.25
Islamabad,2023-02-07T06:00:00Z,17.17,2.2,74.92,425.84
Quetta,2023-02-07T08:00:00Z,23.3,0,70.27,429.18
Peshawar,2023-02-07T10:00:00Z,38.46,3.34,65.06,430.93
Karachi,2023-02-07T12:00:00Z,33.58,4.56,50.27,408.24
Lahore,2023-02-07T14:00:00Z,25.58,0,35.96,412.0
Islamabad,2023-02-07T16:00:00Z,32.87,0,40.28,410.48
Quetta,2023-02-07T18:00:00Z,41.78,2.82,78.05,398.23
Peshawar,2023-02-07T20:00:00Z,24.15,9.49,43.76,391.31
Karachi,2023-02-07T22:00:00Z,22.24,0,52.54,402.25
Lahore,2023-02-08T00:00:00Z,33.05,3.2,68.73,406.0
Islamabad,2023-02-08T02:00:00Z,34.51,0,82.52,428.87
Quetta,2023-02-08T04:00:00Z,33.87,0,73.19,418.03
Peshawar,2023-02-08T06:00:00Z,29.49,1.65,80.77,374.93
Karachi,2023-02-08T08:00:00Z,26.43,7.42,82.24,375.25
Lahore,2023-02-08T10:00:00Z,29.98,0,43.0,407.01
Islamabad,2023-02-08T12:00:00Z,15.34,12.87,84.21,424.66
Quetta,2023-02-08T14:00:00Z,34.36,9.52,34.63,391.5
Peshawar,2023-02-08T16:00:00Z,26.83,5.72,37.93,400.74
Karachi,2023-02-08T18:00:00Z,43.61,1.15,83.73,377.28
Lahore,2023-02-08T20:00:00Z,22.37,2.12,76.79,430.46
Islamabad,2023-02-08T22:00:00Z,25.93,0,79.54,410.82
Quetta,2023-02-09T00:00:00Z,25.19,1.84,33.52,417.75
Peshawar,2023-02-09T02:00:00Z,44.8,3.06,34.89,407.04
Karachi,2023-02-09T04:00:00Z,23.8,10.07,49.92,403.7
Lahore,2023-02-09T06:00:00Z,27.23,2.07,86.57,426.43
Islamabad,2023-02-09T08:00:00Z,12.3,4.51,70.43,392.81
Quetta,2023-02-09T10:00:00Z,30.58,0,69.74,405.26
Peshawar,2023-02-09T12:00:00Z,12.37,1.44,79.41,396.54
Karachi,2023-02-09T14:00:00Z,38.39,0,55.83,413.13
Lahore,2023-02-09T16:00:00Z,21.06,0,46.0,398.13
Islamabad,2023-02-09T18:00:00Z,16.94,0,62.89,402.04
Quetta,2023-02-09T20:00:00Z,24.69,0,73.81,433.29
Peshawar,2023-02-09T22:00:00Z,23.13,0.93,50.44,427.99
Karachi,2023-02-10T00:00:00Z,28.18,10.2,84.84,410.26
Lahore,2023-02-10T02:00:00Z,19.01,0,77.59,405.5
Islamabad,2023-02-10T04:00:00Z,21.53,0,69.8,419.96
Quetta,2023-02-10T06:00:00Z,18.54,0.19,66.27,433.99
Peshawar,2023-02-10T08:00:00Z,14.95,7.28,43.43,413.79
Karachi,2023-02-10T10:00:00Z,26.26,10.11,86.65,387.76
Lahore,2023-02-10T12:00:00Z,18.53,3.62,66.87,431.8
Islamabad,2023-02-10T14:00:00Z,35.59,2.12,86.43,413.66
Quetta,2023-02-10T16:00:00Z,28.79,0.28,61.91,429.43
Peshawar,2023-02-10T18:00:00Z,18.13,0,75.76,429.54
Karachi,2023-02-10T20:00:00Z,34.88,8.14,79.62,426.06
Lahore,2023-02-10T22:00:00Z,24.37,4.51,83.82,410.46
Islamabad,2023-02-11T00:00:00Z,36.53,0,46.33,414.85
Quetta,2023-02-11T02:00:00Z,22.79,0,81.78,377.21
Peshawar,2023-02-11T04:00:00Z,17.09,13.06,85.44,395.2
Karachi,2023-02-11T06:00:00Z,17.18,2.17,68.15,418.94
Lahore,2023-02-11T08:00:00Z,27.29,2.53,74.74,428.54
Islamabad,2023-02-11T10:00:00Z,37.78,1.1,75.97,422.06
Quetta,2023-02-11T12:00:00Z,17.59,2.21,88.44,419.1
Peshawar,2023-02-11T14:00:00Z,35.25,0,43.01,419.05
Karachi,2023-02-11T16:00:00Z,29.52,0,34.56,407.5
Lahore,2023-02-11T18:00:00Z,14.52,4.24,76.93,398.67
Islamabad,2023-02-11T20:00:00Z,34.22,5.01,75.32,403.7
Quetta,2023-02-11T22:00:00Z,43.8,5.21,62.74,401.72
Peshawar,2023-02-12T00:00:00Z,20.61,0,51.01,386.66
Karachi,2023-02-12T02:00:00Z,23.64,1.68,69.39,434.69
Lahore,2023-02-12T04:00:00Z,30.57,2.34,31.27,387.05
Islamabad,2023-02-12T06:00:00Z,35.49,0,49.75,399.9
Quetta,2023-02-12T08:00:00Z,29.31,0,42.74,412.85
Peshawar,2023-02-12T10:00:00Z,38.13,5.85,54.08,421.95
Karachi,2023-02-12T12:00:00Z,23.77,2.79,53.88,396.77
Lahore,2023-02-12T14:00:00Z,32.35,2.43,58.92,414.77
Islamabad,2023-02-12T16:00:00Z,37.38,0,64.0,406.83
Quetta,2023-02-12T18:00:00Z,37.94,3.47,45.46,393.06
Peshawar,2023-02-12T20:00:00Z,24.0,0,53.48,399.39
Karachi,2023-02-12T22:00:00Z,24.97,7.9,58.34,397.33
Lahore,2023-02-13T00:00:00Z,26.55,5.43,81.21,393.25
Islamabad,2023-02-13T02:00:00Z,32.39,8.49,83.02,435.69
Quetta,2023-02-13T04:00:00Z,32.99,5.42,67.71,406.2
Peshawar,2023-02-13T06:00:00Z,31.63,0.94,86.98,422.21
Karachi,2023-02-13T08:00:00Z,12.94,0.33,46.28,382.89
Lahore,2023-02-13T10:00:00Z,41.99,9.86,81.65,417.46
Islamabad,2023-02-13T12:00:00Z,24.41,0,34.01,372.99
Quetta,2023-02-13T14:00:00Z,16.89,5.32,87.15,386.67
Peshawar,2023-02-13T16:00:00Z,20.45,7.54,35.74,394.17
Karachi,2023-02-13T18:00:00Z,30.96,13.38,41.13,408.39
Lahore,2023-02-13T20:00:00Z,27.97,0.68,75.21,409.54
Islamabad,2023-02-13T22:00:00Z,23.38,2.32,85.98,412.39
Quetta,2023-02-14T00:00:00Z,15.48,8.65,32.71,390.25
Peshawar,2023-02-14T02:00:00Z,28.65,0.14,49.21,414.9
Karachi,2023-02-14T04:00:00Z,10.76,0,78.09,392.01
Lahore,2023-02-14T06:00:00Z,34.69,1.92,51.11,432.92
Islamabad,2023-02-14T08:00:00Z,31.64,2.7,31.72,420.18
Quetta,2023-02-14T10:00:00Z,30.14,1.53,60.25,428.89
Peshawar,2023-02-14T12:00:00Z,27.84,0,65.66,381.98
Karachi,2023-02-14T14:00:00Z,13.11,0.05,38.74,394.04
Lahore,2023-02-14T16:00:00Z,34.05,0,46.78,394.1
Islamabad,2023-02-14T18:00:00Z,46.85,5.93,87.95,395.84
Quetta,2023-02-14T20:00:00Z,33.17,0.76,87.72,436.33
Peshawar,2023-02-14T22:00:00Z,22.04,5.59,45.33,414.36
Karachi,2023-02-15T00:00:00Z,29.02,0,82.81,417.05
Lahore,2023-02-15T02:00:00Z,25.14,5.45,74.86,420.31
Islamabad,2023-02-15T04:00:00Z,40.68,0,78.78,384.64
Quetta,2023-02-15T06:00:00Z,17.6,3.84,54.73,396.49
Peshawar,2023-02-15T08:00:00Z,26.21,1.0,39.0,424.84
Karachi,2023-02-15T10:00:00Z,21.14,6.98,63.78,433.0
Lahore,2023-02-15T12:00:00Z,38.12,0,51.75,395.58
Islamabad,2023-02-15T14:00:00Z,22.35,0,65.93,396.81
Quetta,2023-02-15T16:00:00Z,29.77,0,62.9,414.16
Peshawar,2023-02-15T18:00:00Z,28.45,5.04,50.59,419.55
Karachi,2023-02-15T20:00:00Z,26.33,2.19,35.49,385.88
Lahore,2023-02-15T22:00:00Z,41.53,5.25,72.53,439.07
Islamabad,2023-02-16T00:00:00Z,38.97,0,88.28,414.17
Quetta,2023-02-16T02:00:00Z,42.96,7.48,54.45,409.28
Peshawar,2023-02-16T04:00:00Z,32.35,6.39,51.08,420.03
Karachi,2023-02-16T06:00:00Z,38.3,5.83,69.23,402.54
Lahore,2023-02-16T08:00:00Z,38.8,0,43.05,422.37
Islamabad,2023-02-16T10:00:00Z,40.99,1.68,42.06,416.69
Quetta,2023-02-16T12:00:00Z,14.05,0,41.51,415.79
Peshawar,2023-02-16T14:00:00Z,27.11,5.67,35.07,403.74
Karachi,2023-02-16T16:00:00Z,18.88,0,74.54,400.71
Lahore,2023-02-16T18:00:00Z,37.98,0,40.79,398.77
Islamabad,2023-02-16T20:00:00Z,24.95,2.89,49.71,422.11
Quetta,2023-02-16T22:00:00Z,29.84,2.52,57.97,401.66
Peshawar,2023-02-17T00:00:00Z,33.83,3.76,86.72,419.26
Karachi,2023-02-17T02:00:00Z,13.47,2.6,49.53,400.52
Lahore,2023-02-17T04:00:00Z,27.9,2.03,46.28,415.62
Islamabad,2023-02-17T06:00:00Z,28.34,3.15,40.64,408.72
Quetta,2023-02-17T08:00:00Z,16.91,4.91,89.49,444.56
Peshawar,2023-02-17T10:00:00Z,30.68,0,69.09,428.08
Karachi,2023-02-17T12:00:00Z,30.02,0,73.95,405.1
Lahore,2023-02-17T14:00:00Z,36.31,9.33,56.34,448.93
Islamabad,2023-02-17T16:00:00Z,38.06,0.24,35.07,385.63
Quetta,2023-02-17T18:00:00Z,34.25,0,89.41,399.44
Peshawar,2023-02-17T20:00:00Z,41.15,0,77.18,381.79
Karachi,2023-02-17T22:00:00Z,27.92,4.78,88.66,415.65
Lahore,2023-02-18T00:00:00Z,33.81,3.56,62.96,420.69
Islamabad,2023-02-18T02:00:00Z,34.13,0,55.37,393.2
Quetta,2023-02-18T04:00:00Z,10.93,7.76,61.75,427.81
Peshawar,2023-02-18T06:00:00Z,25.14,4.73,47.8,388.15
Karachi,2023-02-18T08:00:00Z,43.49,10.0,68.05,394.91
Lahore,2023-02-18T10:00:00Z,24.38,0,36.0,422.98
Islamabad,2023-02-18T12:00:00Z,25.57,4.42,40.94,412.85
Quetta,2023-02-18T14:00:00Z,23.3,0,30.83,419.09
Peshawar,2023-02-18T16:00:00Z,29.83,2.71,72.52,431.39
Karachi,2023-02-18T18:00:00Z,34.53,9.83,32.32,441.55
Lahore,2023-02-18T20:00:00Z,13.57,0,75.18,411.61
Islamabad,2023-02-18T22:00:00Z,25.16,7.54,69.07,429.48
Quetta,2023-02-19T00:00:00Z,29.66,0,57.83,413.35
Peshawar,2023-02-19T02:00:00Z,42.24,0,49.75,391.86
Karachi,2023-02-19T04:00:00Z,30.51,7.0,82.59,413.61
Lahore,2023-02-19T06:00:00Z,21.73,0,81.72,384.65
Islamabad,2023-02-19T08:00:00Z,25.75,0.3,89.52,427.47
Quetta,2023-02-19T10:00:00Z,21.22,4.78,74.29,426.49
Peshawar,2023-02-19T12:00:00Z,26.24,6.61,56.76,421.67
Karachi,2023-02-19T14:00:00Z,24.94,9.81,78.04,408.38
Lahore,2023-02-19T16:00:00Z,30.9,0,80.86,404.36
Islamabad,2023-02-19T18:00:00Z,26.66,5.51,61.0,435.01
Quetta,2023-02-19T20:00:00Z,29.95,13.73,47.38,409.48
Peshawar,2023-02-19T22:00:00Z,10.57,0,37.7,422.98
Karachi,2023-02-20T00:00:00Z,37.0,1.85,80.54,414.36
Lahore,2023-02-20T02:00:00Z,7.58,11.24,89.25,395.95
Islamabad,2023-02-20T04:00:00Z,12.28,0,80.74,397.38
Quetta,2023-02-20T06:00:00Z,31.83,0,39.51,427.93
Peshawar,2023-02-20T08:00:00Z,28.74,13.94,48.1,396.05
Karachi,2023-02-20T10:00:00Z,48.11,0,88.7,417.17
Lahore,2023-02-20T12:00:00Z,30.29,2.42,68.27,413.15
Islamabad,2023-02-20T14:00:00Z,27.68,0,80.11,423.69
Quetta,2023-02-20T16:00:00Z,26.99,8.64,69.06,401.78
Peshawar,2023-02-20T18:00:00Z,28.55,6.71,30.66,384.53
Karachi,2023-02-20T20:00:00Z,22.04,1.84,65.76,411.68
Lahore,2023-02-20T22:00:00Z,23.93,0,66.4,418.13
Islamabad,2023-02-21T00:00:00Z,40.41,0,87.35,404.12
Quetta,2023-02-21T02:00:00Z,24.3,0,55.43,403.65
Peshawar,2023-02-21T04:00:00Z,30.59,4.35,46.95,417.26
Karachi,2023-02-21T06:00:00Z,27.72,5.55,40.35,433.74
Lahore,2023-02-21T08:00:00Z,33.81,5.58,50.18,429.35
Islamabad,2023-02-21T10:00:00Z,17.89,0,89.69,417.79
Quetta,2023-02-21T12:00:00Z,39.13,1.7,55.38,397.48
Peshawar,2023-02-21T14:00:00Z,28.29,9.38,62.68,401.1
Karachi,2023-02-21T16:00:00Z,26.85,0,88.42,397.82
Lahore,2023-02-21T18:00:00Z,20.54,0,44.64,419.06
Islamabad,2023-02-21T20:00:00Z,43.84,11.09,54.2,425.98
Quetta,2023-02-21T22:00:00Z,21.48,5.08,33.84,410.15
Peshawar,2023-02-22T00:00:00Z,37.35,0,40.19,398.79
Karachi,2023-02-22T02:00:00Z,15.21,0,49.29,403.93
Lahore,2023-02-22T04:00:00Z,17.4,12.4,30.24,408.49
Islamabad,2023-02-22T06:00:00Z,15.34,1.39,64.51,422.04
Quetta,2023-02-22T08:00:00Z,29.05,0,47.26,398.96
Peshawar,2023-02-22T10:00:00Z,40.24,1.45,68.16,415.3
Karachi,2023-02-22T12:00:00Z,33.58,2.83,85.47,422.05
Lahore,2023-02-22T14:00:00Z,35.18,6.48,41.7,405.53
Islamabad,2023-02-22T16:00:00Z,39.14,0,88.29,402.4
Quetta,2023-02-22T18:00:00Z,24.11,7.95,79.6,388.46
Peshawar,2023-02-22T20:00:00Z,22.16,3.8,35.47,402.79
Karachi,2023-02-22T22:00:00Z,42.82,5.17,45.49,423.4
Lahore,2023-02-23T00:00:00Z,35.81,2.66,56.5,422.42
Islamabad,2023-02-23T02:00:00Z,32.32,6.32,66.19,415.25
Quetta,2023-02-23T04:00:00Z,32.36,3.67,31.12,414.23
Peshawar,2023-02-23T06:00:00Z,30.17,4.85,72.4,436.26
Karachi,2023-02-23T08:00:00Z,13.26,4.72,85.14,395.19
Lahore,2023-02-23T10:00:00Z,36.13,4.01,52.19,391.41
Islamabad,2023-02-23T12:00:00Z,26.42,3.14,60.95,387.22
Quetta,2023-02-23T14:00:00Z,26.81,5.96,71.52,393.03
Peshawar,2023-02-23T16:00:00Z,26.46,4.51,87.72,416.02
Karachi,2023-02-23T18:00:00Z,40.48,4.16,36.39,427.44
Lahore,2023-02-23T20:00:00Z,15.78,0,72.88,433.5
Islamabad,2023-02-23T22:00:00Z,25.98,0,48.28,398.08
Quetta,2023-02-24T00:00:00Z,20.16,0,35.15,404.73
Peshawar,2023-02-24T02:00:00Z,37.7,0.88,75.24,409.94
Karachi,2023-02-24T04:00:00Z,30.0,9.87,32.88,417.09
Lahore,2023-02-24T06:00:00Z,30.94,4.25,83.44,409.76
Islamabad,2023-02-24T08:00:00Z,41.96,0,64.89,408.9
Quetta,2023-02-24T10:00:00Z,13.86,8.61,74.74,420.06
Peshawar,2023-02-24T12:00:00Z,23.06,0,88.8,432.54
Karachi,2023-02-24T14:00:00Z,25.05,0,42.21,427.92
Lahore,2023-02-24T16:00:00Z,27.49,3.29,37.62,417.53
Islamabad,2023-02-24T18:00:00Z,28.07,4.99,61.3,397.56
Quetta,2023-02-24T20:00:00Z,45.1,3.43,57.27,436.9
Peshawar,2023-02-24T22:00:00Z,40.16,0,54.65,405.78
Karachi,2023-02-25T00:00:00Z,46.85,0,60.1,385.66
Lahore,2023-02-25T02:00:00Z,23.14,2.57,40.77,407.78
Islamabad,2023-02-25T04:00:00Z,23.74,0,48.86,407.21
Quetta,2023-02-25T06:00:00Z,25.42,2.15,52.09,421.37
Peshawar,2023-02-25T08:00:00Z,16.52,0,78.83,403.42
Karachi,2023-02-25T10:00:00Z,29.35,4.04,61.24,414.85
Lahore,2023-02-25T12:00:00Z,32.57,9.69,79.31,391.76
Islamabad,2023-02-25T14:00:00Z,32.84,3.16,54.95,412.48
Quetta,2023-02-25T16:00:00Z,31.95,8.05,67.66,433.76
Peshawar,2023-02-25T18:00:00Z,36.03,2.38,73.3,394.09
Karachi,2023-02-25T20:00:00Z,36.8,5.16,49.84,422.16
Lahore,2023-02-25T22:00:00Z,27.92,6.79,44.43,422.44
Islamabad,2023-02-26T00:00:00Z,25.62,6.49,81.61,422.72
Quetta,2023-02-26T02:00:00Z,24.94,1.79,69.62,411.32
Peshawar,2023-02-26T04:00:00Z,15.93,0.9,80.72,411.09
Karachi,2023-02-26T06:00:00Z,41.61,4.7,66.77,384.82
Lahore,2023-02-26T08:00:00Z,34.74,0,46.79,415.4
Islamabad,2023-02-26T10:00:00Z,28.39,2.96,37.57,427.5
Quetta,2023-02-26T12:00:00Z,37.44,2.58,70.51,427.19
Peshawar,2023-02-26T14:00:00Z,16.09,0,81.07,413.93
Karachi,2023-02-26T16:00:00Z,40.35,7.48,55.17,404.2
Lahore,2023-02-26T18:00:00Z,26.85,0,32.01,377.74
Islamabad,2023-02-26T20:00:00Z,33.65,0,77.21,403.71
Quetta,2023-02-26T22:00:00Z,29.55,3.0,48.79,396.76
Peshawar,2023-02-27T00:00:00Z,24.79,6.69,82.76,419.03
Karachi,2023-02-27T02:00:00Z,25.08,3.11,74.56,410.54
Lahore,2023-02-27T04:00:00Z,18.66,11.64,46.49,410.9
Islamabad,2023-02-27T06:00:00Z,21.73,3.16,35.19,387.09
Quetta,2023-02-27T08:00:00Z,33.09,3.58,56.4,404.55
Peshawar,2023-02-27T10:00:00Z,22.65,0.42,67.45,405.47
Karachi,2023-02-27T12:00:00Z,30.56,0,30.96,426.14
Lahore,2023-02-27T14:00:00Z,15.95,4.56,40.15,435.04
Islamabad,2023-02-27T16:00:00Z,15.2,0,48.86,421.34
Quetta,2023-02-27T18:00:00Z,15.34,13.75,40.1,384.88
Peshawar,2023-02-27T20:00:00Z,38.89,0,30.03,412.27
Karachi,2023-02-27T22:00:00Z,20.15,12.11,32.29,393.89
Lahore,2023-02-28T00:00:00Z,30.59,5.59,66.75,386.61
Islamabad,2023-02-28T02:00:00Z,25.39,3.31,49.5,405.72
Quetta,2023-02-28T04:00:00Z,24.71,1.91,72.58,441.96
Peshawar,2023-02-28T06:00:00Z,25.32,0,59.04,404.43
Karachi,2023-02-28T08:00:00Z,35.72,3.75,62.93,436.36
Lahore,2023-02-28T10:00:00Z,33.25,8.58,84.27,417.81
Islamabad,2023-02-28T12:00:00Z,15.52,5.38,86.43,417.23
Quetta,2023-02-28T14:00:00Z,22.18,1.28,45.52,379.86
Peshawar,2023-02-28T16:00:00Z,21.76,0,67.58,440.87
Karachi,2023-02-28T18:00:00Z,18.02,3.6,55.4,406.71
Lahore,2023-02-28T20:00:00Z,28.83,9.46,51.39,395.63
Islamabad,2023-02-28T22:00:00Z,21.7,1.42,38.63,396.19
Quetta,2023-03-01T00:00:00Z,27.31,0,73.12,419.02
Peshawar,2023-03-01T02:00:00Z,30.07,10.67,74.81,389.29
Karachi,2023-03-01T04:00:00Z,30.74,0,59.0,412.37
Lahore,2023-03-01T06:00:00Z,27.27,1.46,73.72,417.91
Islamabad,2023-03-01T08:00:00Z,21.16,9.81,74.2,448.87
Quetta,2023-03-01T10:00:00Z,17.11,1.29,30.96,398.42
Peshawar,2023-03-01T12:00:00Z,32.85,11.04,83.93,407.3
Karachi,2023-03-01T14:00:00Z,17.19,0,53.44,397.45
Lahore,2023-03-01T16:00:00Z,30.74,0,64.44,401.28
Islamabad,2023-03-01T18:00:00Z,32.42,0,38.64,419.66
Quetta,2023-03-01T20:00:00Z,35.62,6.62,45.13,398.67
Peshawar,2023-03-01T22:00:00Z,25.39,4.48,53.33,407.11
Karachi,2023-03-02T00:00:00Z,14.48,0,70.3,399.56
Lahore,2023-03-02T02:00:00Z,5.84,1.63,52.55,395.19
Islamabad,2023-03-02T04:00:00Z,29.9,6.5,69.98,424.06
Quetta,2023-03-02T06:00:00Z,25.11,3.42,81.12,381.42
Peshawar,2023-03-02T08:00:00Z,17.93,5.62,88.1,416.65
Karachi,2023-03-02T10:00:00Z,39.09,5.8,34.49,411.43
Lahore,2023-03-02T12:00:00Z,39.89,0,35.39,407.38
Islamabad,2023-03-02T14:00:00Z,40.66,0,47.28,391.38
Quetta,2023-03-02T16:00:00Z,18.37,0,83.66,425.88
Peshawar,2023-03-02T18:00:00Z,39.48,2.64,37.61,415.3
Karachi,2023-03-02T20:00:00Z,24.16,10.83,42.0,442.94
Lahore,2023-03-02T22:00:00Z,29.04,8.36,87.75,395.32
Islamabad,2023-03-03T00:00:00Z,21.19,3.28,42.22,397.55
Quetta,2023-03-03T02:00:00Z,34.54,16.05,34.4,402.05
Peshawar,2023-03-03T04:00:00Z,33.89,0,33.32,421.05
Karachi,2023-03-03T06:00:00Z,28.05,2.47,74.38,395.82
Lahore,2023-03-03T08:00:00Z,17.08,4.42,53.23,400.72
Islamabad,2023-03-03T10:00:00Z,38.79,2.0,45.07,400.66
Quetta,2023-03-03T12:00:00Z,17.84,10.25,85.9,388.71
Peshawar,2023-03-03T14:00:00Z,25.0,8.0,38.49,424.27
Karachi,2023-03-03T16:00:00Z,26.27,2.85,46.01,397.42
Lahore,2023-03-03T18:00:00Z,25.07,2.62,47.88,434.09
Islamabad,2023-03-03T20:00:00Z,33.45,3.5,81.23,394.77
Quetta,2023-03-03T22:00:00Z,31.04,1.9,36.97,428.75
Peshawar,2023-03-04T00:00:00Z,35.61,1.9,33.02,403.34
Karachi,2023-03-04T02:00:00Z,20.67,2.34,51.19,416.9
Lahore,2023-03-04T04:00:00Z,34.6,0,74.52,397.75
Islamabad,2023-03-04T06:00:00Z,38.95,7.82,75.69,395.89
Quetta,2023-03-04T08:00:00Z,29.94,0,30.42,367.16
Peshawar,2023-03-04T10:00:00Z,15.51,4.47,39.82,375.18
Karachi,2023-03-04T12:00:00Z,32.02,3.53,54.88,418.37
Lahore,2023-03-04T14:00:00Z,34.27,0,41.82,402.0
Islamabad,2023-03-04T16:00:00Z,25.56,0,80.66,425.43
Quetta,2023-03-04T18:00:00Z,27.66,1.93,86.7,401.47
Peshawar,2023-03-04T20:00:00Z,26.06,4.02,49.76,422.27
Karachi,2023-03-04T22:00:00Z,25.8,0,64.7,398.39
Lahore,2023-03-05T00:00:00Z,34.78,0,57.94,414.86
Islamabad,2023-03-05T02:00:00Z,41.1,4.38,66.89,438.86
Quetta,2023-03-05T04:00:00Z,25.11,2.01,59.78,433.47
Peshawar,2023-03-05T06:00:00Z,18.62,0,85.52,417.75
Karachi,2023-03-05T08:00:00Z,35.27,3.33,75.94,401.64
Lahore,2023-03-05T10:00:00Z,38.59,0,46.87,419.19
Islamabad,2023-03-05T12:00:00Z,24.21,10.94,39.04,394.09
Quetta,2023-03-05T14:00:00Z,25.22,0,65.7,392.82
Peshawar,2023-03-05T16:00:00Z,23.78,1.42,48.67,441.03
Karachi,2023-03-05T18:00:00Z,27.98,0,47.75,418.35
Lahore,2023-03-05T20:00:00Z,22.56,2.31,62.48,416.23
Islamabad,2023-03-05T22:00:00Z,26.69,4.19,59.17,382.0
Quetta,2023-03-06T00:00:00Z,19.44,0,87.05,421.01
Peshawar,2023-03-06T02:00:00Z,31.47,0,37.36,423.91
Karachi,2023-03-06T04:00:00Z,21.47,3.04,84.61,415.88
Lahore,2023-03-06T06:00:00Z,37.4,0,75.95,416.37
Islamabad,2023-03-06T08:00:00Z,30.4,0.34,40.62,397.96
Quetta,2023-03-06T10:00:00Z,33.29,0,43.33,409.65
Peshawar,2023-03-06T12:00:00Z,37.13,0.02,88.45,391.71
Karachi,2023-03-06T14:00:00Z,21.03,7.19,37.37,388.2
Lahore,2023-03-06T16:00:00Z,32.31,0,37.57,423.55
Islamabad,2023-03-06T18:00:00Z,34.61,0,63.32,405.71
Quetta,2023-03-06T20:00:00Z,28.69,3.7,65.37,403.06
